service_order_id,connection_id,client_id,client_name,technician_id,technician_name,service_type,start_date,end_date,notes
SO0646,CN1851,C109,Vera Assunção,T053,Camila Tavares,Disconnection,2025-07-08,2025-10-14,Equipment powered down for maintenance
SO0647,CN1075,C116,Sofia Moura,T003,Tatiana Nunes,Disconnection,2025-05-16,2025-07-27,Temporary connection removed
SO0648,CN1995,C244,Francisca Paiva,T068,Denis Borges,Maintenance,2025-06-07,2025-09-10,System-wide review performed
SO0649,CN1999,C246,Benedita Branco,T077,Bianca Lima,Repair,2025-07-19,2025-09-12,Transformer fault detected
SO0650,CN1124,C040,Isabela Simões,T032,Pedro Amorim,Maintenance,2025-05-21,2025-09-10,Maintenance visit completed
SO0651,CN1864,C141,Madalena Almeida,T067,Henrique Guerreiro,Maintenance,2024-12-30,2025-08-29,Routine maintenance performed
SO0652,CN2133,C414,Kyara da Reis,T071,Lourenço Nogueira,Installation,2025-05-31,2025-06-25,Temporary connection installed for testing
SO0653,CN1854,C050,Erica Macedo,T042,Daniel Machado-Coelho,Disconnection,2025-08-20,2025-10-18,Disconnection requested by client
SO0654,CN2013,C108,Carlota Carneiro,T045,Inês Paiva,Maintenance,2025-06-18,2025-07-01,Meter firmware updated
SO0655,CN1710,C326,Nair Jesus,T020,Denis Pires,Disconnection,2025-02-07,2025-07-07,Temporary connection removed
SO0656,CN1042,C433,Mariana Esteves,T053,Camila Tavares,Repair,2025-09-24,2025-10-03,Short-circuit repair performed
SO0657,CN1393,C536,Mia do Simões,T049,Ana do Anjos,Disconnection,2024-12-07,2025-01-11,Equipment powered down for maintenance
SO0658,CN1897,C027,Dinis Jesus,T038,Gabriela Ribeiro-Ramos,Repair,2024-10-29,2024-11-28,Circuit breaker fault corrected
SO0659,CN1449,C048,Vitória do Vicente,T012,Eduardo Guerreiro,Maintenance,2025-08-20,2025-10-25,Meter firmware updated
SO0660,CN1694,C407,Sara Carvalho-Soares,T063,Martim Jesus-Mendes,Maintenance,2025-07-07,2025-08-20,Meter firmware updated
SO0661,CN1959,C507,Joana Soares,T068,Denis Borges,Repair,2025-05-25,2025-06-23,Short-circuit repair performed
SO0662,CN1799,C249,Rafael Moreira,T059,Daniel Carvalho,Disconnection,2024-12-10,2025-09-11,Equipment powered down for maintenance
SO0663,CN1967,C379,Catarina Moura,T102,Salvador Barros,Repair,2025-03-26,2025-04-28,Circuit breaker fault corrected
SO0664,CN1424,C539,Ema Brito,T116,Lúcia do Pinto,Inspection,2025-09-22,2025-10-21,Main panel cleaned and inspected
SO0665,CN1176,C302,Eduarda-Pilar Carneiro,T109,Joel Antunes,Disconnection,2025-08-22,2025-08-24,Disconnection request fulfilled
SO0666,CN1354,C331,Bárbara Freitas,T024,Marco Araújo,Repair,2025-04-09,2025-10-05,Intermittent fault fixed
SO0667,CN2007,C511,Adriana Barros,T095,Nuno Melo-Garcia,Installation,2024-12-21,2025-07-01,Main switch installed
SO0668,CN2011,C203,Valentina Soares,T025,Beatriz Vieira,Inspection,2025-04-29,2025-06-23,Electrical safety check completed
SO0669,CN1428,C502,Alícia Melo,T026,Marco Ferreira,Maintenance,2025-02-16,2025-07-23,Maintenance visit completed
SO0670,CN1037,C336,Larissa Soares,T090,Lia-Mélanie Melo,Inspection,2025-04-28,2025-10-20,Amperage test performed successfully
SO0671,CN1731,C266,Diogo Jesus,T057,Larissa Machado,Repair,2025-03-18,2025-06-07,Intermittent fault fixed
SO0672,CN2031,C137,Madalena Barros,T038,Gabriela Ribeiro-Ramos,Installation,2025-02-12,2025-03-03,Installation completed successfully
SO0673,CN1691,C435,Wilson Ribeiro,T093,Renata Cruz,Disconnection,2025-05-12,2025-07-29,Disconnection requested by client
SO0674,CN1464,C294,Rui Henriques,T089,Luna Abreu,Installation,2025-10-04,2025-10-18,Equipment setup completed
SO0675,CN1458,C374,Iara Vieira,T106,Filipe Costa,Disconnection,2025-01-25,2025-05-11,Equipment powered down for maintenance
SO0676,CN1696,C391,Kelly Lourenço-Macedo,T020,Denis Pires,Inspection,2025-09-15,2025-09-29,Inspection report delivered to client
SO0677,CN1095,C141,Madalena Almeida,T019,Marcos Gaspar,Maintenance,2025-06-05,2025-06-19,Routine maintenance performed
SO0678,CN1309,C057,Camila Ramos-Baptista,T031,Luca Matos,Maintenance,2025-03-27,2025-10-18,System-wide review performed
SO0679,CN1213,C168,Alice Sá,T042,Daniel Machado-Coelho,Installation,2025-07-07,2025-09-10,Main switch installed
SO0680,CN1936,C282,Santiago Fonseca,T070,Camila Pereira,Installation,2025-10-25,2025-10-27,Installation completed successfully
SO0681,CN1208,C324,Fábio Assunção,T038,Gabriela Ribeiro-Ramos,Maintenance,2025-01-04,2025-02-17,Maintenance visit completed
SO0682,CN2038,C467,Núria Gonçalves,T088,Daniela Esteves,Installation,2024-12-07,2025-07-07,"Partial installation completed, pending approval"
SO0683,CN1241,C273,Luana de Henriques,T055,Leandro Sousa,Repair,2025-09-17,2025-09-21,Short-circuit repair performed
SO0684,CN1321,C561,Eduardo Gonçalves,T022,Tiago da Maia,Inspection,2024-11-18,2025-03-06,Main panel cleaned and inspected
SO0685,CN1904,C150,Mateus Gaspar,T020,Denis Pires,Maintenance,2024-12-16,2025-01-17,Protection equipment updated
SO0686,CN1203,C388,Denis Gaspar,T095,Nuno Melo-Garcia,Repair,2025-03-22,2025-10-01,Transformer fault detected
SO0687,CN1744,C309,Lisandro Moreira,T085,Nádia Magalhães,Inspection,2025-08-03,2025-10-18,Inspection report delivered to client
SO0688,CN1282,C500,Jéssica Gomes,T055,Leandro Sousa,Installation,2025-01-21,2025-03-13,"Partial installation completed, pending approval"
SO0689,CN1899,C490,Noa de Leite,T080,Gil Machado,Disconnection,2025-01-26,2025-08-10,Disconnection requested by client
SO0690,CN1502,C197,Luana Soares,T112,Edgar Barbosa,Disconnection,2024-10-31,2024-12-15,Equipment powered down for maintenance
SO0691,CN1587,C373,Soraia do Nascimento,T106,Filipe Costa,Maintenance,2025-09-13,2025-10-22,Preventive visit performed
SO0692,CN1174,C206,Marcos Nascimento,T041,Afonso Machado,Inspection,2025-09-28,2025-10-09,Amperage test performed successfully
SO0693,CN1849,C163,Letícia Vaz,T043,Alexandre Vicente,Inspection,2025-10-06,2025-10-16,Main panel cleaned and inspected
SO0694,CN1502,C197,Luana Soares,T112,Edgar Barbosa,Repair,2024-11-25,2025-02-14,Circuit breaker fault corrected
SO0695,CN1863,C117,Gaspar Vieira,T100,Bernardo Figueiredo,Repair,2025-08-07,2025-08-07,Intermittent fault fixed
SO0696,CN1878,C001,Bruna Baptista,T071,Lourenço Nogueira,Disconnection,2024-12-16,2025-03-04,Temporary connection removed
SO0697,CN1939,C309,Lisandro Moreira,T071,Lourenço Nogueira,Maintenance,2025-08-27,2025-10-12,Meter firmware updated
SO0698,CN1740,C016,Laura do Melo,T066,Joel do Pinho,Installation,2025-01-27,2025-04-03,Main switch installed
SO0699,CN1298,C527,Ivan Faria,T109,Joel Antunes,Installation,2025-03-30,2025-09-15,Equipment setup completed
SO0700,CN1142,C418,Marcos Abreu,T058,Henrique Santos-Amorim,Installation,2025-08-19,2025-09-21,Temporary connection installed for testing
SO0701,CN1644,C112,Daniela Loureiro,T074,Ivo de Valente,Disconnection,2024-11-06,2025-08-08,Disconnection request fulfilled
SO0702,CN1888,C576,Francisco Mendes,T099,Valentim Miranda,Installation,2025-06-09,2025-09-20,Main switch installed
SO0703,CN1075,C116,Sofia Moura,T003,Tatiana Nunes,Repair,2025-06-21,2025-09-10,Circuit breaker fault corrected
SO0704,CN1118,C576,Francisco Mendes,T011,Guilherme Antunes,Maintenance,2025-06-25,2025-09-06,Routine maintenance performed
SO0705,CN1858,C357,Marcos Reis,T119,Bárbara Assunção,Disconnection,2025-05-10,2025-08-27,Equipment powered down for maintenance
SO0706,CN1642,C262,João Tavares,T119,Bárbara Assunção,Inspection,2025-09-24,2025-10-08,Inspection revealed faulty wiring
SO0707,CN1572,C434,Benjamim Maia,T085,Nádia Magalhães,Maintenance,2025-03-20,2025-07-02,System-wide review performed
SO0708,CN1300,C374,Iara Vieira,T026,Marco Ferreira,Disconnection,2024-11-14,2025-05-20,Temporary connection removed
SO0709,CN1420,C575,Guilherme Alves,T067,Henrique Guerreiro,Maintenance,2025-09-11,2025-10-21,System-wide review performed
SO0710,CN1905,C052,Ana Rocha,T044,Alexandre de Batista,Inspection,2025-04-22,2025-05-17,Inspection report delivered to client
SO0711,CN1828,C309,Lisandro Moreira,T088,Daniela Esteves,Repair,2024-11-10,2025-06-26,Short-circuit repair performed
SO0712,CN1172,C092,Lia Assunção,T026,Marco Ferreira,Installation,2024-12-31,2025-03-28,Equipment setup completed
SO0713,CN1685,C478,André Simões-Fonseca,T095,Nuno Melo-Garcia,Disconnection,2025-07-05,2025-07-07,Disconnection request fulfilled
SO0714,CN2065,C017,Larissa Antunes,T029,Ema Vaz,Maintenance,2025-08-26,2025-10-09,Routine maintenance performed
SO0715,CN1437,C302,Eduarda-Pilar Carneiro,T069,Eva Fonseca,Installation,2025-09-14,2025-09-30,Equipment setup completed
SO0716,CN2130,C212,Enzo Neto,T082,Joaquim Guerreiro,Inspection,2024-11-22,2025-07-13,Underground cable inspection completed
SO0717,CN1697,C111,Erica Barbosa,T022,Tiago da Maia,Repair,2025-08-20,2025-10-11,Repair of connection after outage
SO0718,CN1057,C189,Henrique Nogueira,T048,Bianca-Leonor Barros,Maintenance,2025-07-14,2025-09-04,System-wide review performed
SO0719,CN1529,C486,André Carneiro,T084,David Alves,Repair,2025-09-26,2025-10-05,Short-circuit repair performed
SO0720,CN1865,C349,Ricardo do Torres,T024,Marco Araújo,Maintenance,2025-04-13,2025-10-22,Maintenance visit completed
SO0721,CN1122,C502,Alícia Melo,T036,Daniel Miranda,Inspection,2025-03-01,2025-04-14,Amperage test performed successfully
SO0722,CN2039,C519,Larissa Baptista,T039,Júlia Assunção,Inspection,2025-03-02,2025-09-30,Inspection revealed faulty wiring
SO0723,CN1097,C038,Gabriela da Rodrigues,T109,Joel Antunes,Installation,2025-04-04,2025-09-18,Main switch installed
SO0724,CN1610,C326,Nair Jesus,T090,Lia-Mélanie Melo,Maintenance,2025-10-22,2025-10-25,Meter firmware updated
SO0725,CN1010,C016,Laura do Melo,T045,Inês Paiva,Disconnection,2025-01-10,2025-03-02,Equipment powered down for maintenance
SO0726,CN1483,C546,Carolina Machado,T088,Daniela Esteves,Maintenance,2025-10-26,2025-10-26,System-wide review performed
SO0727,CN2092,C053,Igor Gonçalves,T049,Ana do Anjos,Maintenance,2025-07-18,2025-10-02,Preventive visit performed
SO0728,CN1717,C495,Joel Campos,T062,Simão Faria,Inspection,2025-07-14,2025-09-13,Amperage test performed successfully
SO0729,CN2173,C145,Cláudio Alves,T022,Tiago da Maia,Repair,2025-02-20,2025-04-07,Transformer fault detected
SO0730,CN1773,C096,Frederico Mota,T101,Andreia Cruz,Maintenance,2025-05-17,2025-06-02,Meter firmware updated
SO0731,CN1507,C179,Rafaela-Carolina Carneiro,T008,Mauro Faria,Installation,2025-05-16,2025-09-24,Temporary connection installed for testing
SO0732,CN2057,C576,Francisco Mendes,T025,Beatriz Vieira,Maintenance,2025-05-01,2025-06-04,Preventive visit performed
SO0733,CN1739,C242,Ângela Vieira,T017,Noa Mendes,Disconnection,2025-03-15,2025-04-27,Disconnection requested by client
SO0734,CN1300,C374,Iara Vieira,T026,Marco Ferreira,Disconnection,2025-06-28,2025-07-18,Temporary connection removed
SO0735,CN1167,C133,Rui do Teixeira,T095,Nuno Melo-Garcia,Installation,2025-08-27,2025-09-30,Installation completed successfully
SO0736,CN1870,C197,Luana Soares,T004,Mafalda Araújo,Repair,2025-03-31,2025-04-04,Damaged cables replaced
SO0737,CN1439,C019,Álvaro Reis,T061,Filipe Costa-Pacheco,Disconnection,2025-09-14,2025-10-16,Disconnection requested by client
SO0738,CN1756,C053,Igor Gonçalves,T085,Nádia Magalhães,Maintenance,2024-11-10,2025-01-12,Protection equipment updated
SO0739,CN2144,C138,Beatriz Gonçalves-Cruz,T043,Alexandre Vicente,Maintenance,2025-09-11,2025-09-27,Protection equipment updated
SO0740,CN1540,C060,Luca Fernandes-Campos,T067,Henrique Guerreiro,Maintenance,2025-09-25,2025-10-20,Protection equipment updated
SO0741,CN1867,C490,Noa de Leite,T096,Larissa de Pires,Disconnection,2025-01-19,2025-06-14,Temporary connection removed
SO0742,CN1853,C044,Vera Leal,T084,David Alves,Repair,2025-06-03,2025-08-27,Intermittent fault fixed
SO0743,CN2035,C230,Kyara Ferreira,T003,Tatiana Nunes,Repair,2024-11-21,2024-12-18,Damaged cables replaced
SO0744,CN1937,C140,Bruna Castro-Rodrigues,T024,Marco Araújo,Repair,2025-03-31,2025-07-31,Transformer fault detected
SO0745,CN2051,C411,Duarte da Moura,T019,Marcos Gaspar,Maintenance,2025-01-03,2025-01-27,Maintenance visit completed
SO0746,CN1435,C053,Igor Gonçalves,T075,Luciana Sá,Disconnection,2025-01-04,2025-03-19,Temporary connection removed
SO0747,CN1066,C430,Vicente Barbosa,T094,Gustavo Vieira-Domingues,Repair,2025-07-12,2025-09-27,Circuit breaker fault corrected
SO0748,CN1756,C053,Igor Gonçalves,T085,Nádia Magalhães,Installation,2025-03-02,2025-09-13,Equipment setup completed
SO0749,CN1836,C178,Sara-Mariana Brito,T090,Lia-Mélanie Melo,Installation,2025-10-20,2025-10-27,Installation completed successfully
SO0750,CN1756,C053,Igor Gonçalves,T085,Nádia Magalhães,Maintenance,2024-10-28,2025-04-21,Routine maintenance performed
SO0751,CN1082,C531,Maria de Figueiredo,T051,David do Cardoso,Maintenance,2024-10-29,2025-05-20,Preventive visit performed
SO0752,CN1241,C273,Luana de Henriques,T055,Leandro Sousa,Inspection,2025-09-27,2025-10-24,Amperage test performed successfully
SO0753,CN1766,C577,Filipa Antunes,T016,Micael Esteves,Inspection,2025-05-21,2025-09-03,Amperage test performed successfully
SO0754,CN1995,C244,Francisca Paiva,T068,Denis Borges,Installation,2025-06-06,2025-09-28,"Partial installation completed, pending approval"
SO0755,CN1291,C020,Noa Andrade,T023,Marcos Neto,Maintenance,2025-03-21,2025-09-09,Protection equipment updated
SO0756,CN1099,C216,Helena Melo,T102,Salvador Barros,Inspection,2025-04-11,2025-07-20,Amperage test performed successfully
SO0757,CN1441,C019,Álvaro Reis,T088,Daniela Esteves,Repair,2025-07-11,2025-08-25,Transformer fault detected
SO0758,CN2001,C414,Kyara da Reis,T044,Alexandre de Batista,Installation,2025-08-03,2025-08-23,Installation completed successfully
SO0759,CN2121,C019,Álvaro Reis,T109,Joel Antunes,Inspection,2025-10-03,2025-10-23,Inspection revealed faulty wiring
SO0760,CN1091,C566,Petra Maia,T116,Lúcia do Pinto,Disconnection,2025-09-24,2025-10-06,Temporary connection removed
SO0761,CN2173,C145,Cláudio Alves,T022,Tiago da Maia,Inspection,2025-06-06,2025-10-02,Underground cable inspection completed
SO0762,CN1926,C227,Martim Pinho-Lourenço,T020,Denis Pires,Inspection,2025-05-16,2025-09-15,Inspection report delivered to client
SO0763,CN1772,C101,William Silva,T097,Marco Andrade,Disconnection,2025-02-05,2025-03-22,Disconnection request fulfilled
SO0764,CN1283,C523,Bárbara Garcia,T034,Fabiana Tavares,Maintenance,2025-09-20,2025-10-12,Meter firmware updated
SO0765,CN1943,C363,Gustavo da Macedo,T114,Martim Macedo,Disconnection,2025-02-26,2025-04-14,Temporary connection removed
SO0766,CN1305,C270,Afonso do Domingues,T070,Camila Pereira,Inspection,2025-08-31,2025-09-10,Inspection revealed faulty wiring
SO0767,CN1838,C461,Mário Correia-Moreira,T074,Ivo de Valente,Disconnection,2024-11-08,2025-03-03,Disconnection request fulfilled
SO0768,CN1809,C419,Eduardo Machado,T030,Marta-Emma Torres,Inspection,2024-11-20,2025-02-28,Underground cable inspection completed
SO0769,CN1093,C245,Tatiana-Lorena Simões,T116,Lúcia do Pinto,Disconnection,2025-05-27,2025-06-28,Equipment powered down for maintenance
SO0770,CN1181,C309,Lisandro Moreira,T054,Soraia Pinto,Repair,2025-07-05,2025-07-17,Transformer fault detected
SO0771,CN1050,C556,Yasmin Nunes,T028,Beatriz Cunha-Valente,Maintenance,2025-07-26,2025-10-20,Meter firmware updated
SO0772,CN1632,C246,Benedita Branco,T112,Edgar Barbosa,Maintenance,2024-12-02,2025-06-16,Meter firmware updated
SO0773,CN1253,C147,Laura Paiva-Lopes,T102,Salvador Barros,Maintenance,2025-04-26,2025-06-28,Maintenance visit completed
SO0774,CN1394,C248,Lia Tavares,T111,Yasmin-Salomé Leal,Maintenance,2025-06-29,2025-10-25,System-wide review performed
SO0775,CN2181,C302,Eduarda-Pilar Carneiro,T017,Noa Mendes,Installation,2025-08-17,2025-09-16,Equipment setup completed
SO0776,CN2068,C045,Lourenço Araújo,T023,Marcos Neto,Repair,2025-03-22,2025-06-08,Damaged cables replaced
SO0777,CN2029,C309,Lisandro Moreira,T085,Nádia Magalhães,Installation,2025-06-04,2025-10-19,Installation completed successfully
SO0778,CN2089,C564,Íris do Simões,T058,Henrique Santos-Amorim,Repair,2025-02-26,2025-03-05,Repair of connection after outage
SO0779,CN1563,C453,Denis Oliveira,T054,Soraia Pinto,Repair,2024-11-19,2025-02-08,Intermittent fault fixed
SO0780,CN2186,C506,Marcos da Machado,T090,Lia-Mélanie Melo,Disconnection,2025-09-14,2025-10-23,Disconnection requested by client
SO0781,CN2092,C053,Igor Gonçalves,T049,Ana do Anjos,Maintenance,2024-12-17,2025-03-09,Routine maintenance performed
SO0782,CN1822,C493,Mário Lima-Faria,T080,Gil Machado,Maintenance,2025-03-29,2025-08-25,Maintenance visit completed
SO0783,CN2006,C553,Luciana Nogueira,T084,David Alves,Installation,2025-08-30,2025-10-15,Temporary connection installed for testing
SO0784,CN1895,C409,Flor Melo,T096,Larissa de Pires,Repair,2025-04-15,2025-10-20,Damaged cables replaced
SO0785,CN1049,C183,Sebastião Jesus,T112,Edgar Barbosa,Maintenance,2024-11-10,2025-07-17,Routine maintenance performed
SO0786,CN1782,C423,Alice Paiva,T019,Marcos Gaspar,Inspection,2025-09-14,2025-10-20,Inspection revealed faulty wiring
SO0787,CN1234,C493,Mário Lima-Faria,T086,Bruno do Coelho,Installation,2024-12-28,2025-07-08,Equipment setup completed
SO0788,CN1344,C496,Leonor Valente,T058,Henrique Santos-Amorim,Inspection,2025-05-13,2025-06-05,Electrical safety check completed
SO0789,CN1374,C346,Soraia Azevedo,T091,Sara Domingues,Inspection,2024-11-25,2024-12-16,Inspection report delivered to client
SO0790,CN1183,C475,Andreia Rodrigues,T069,Eva Fonseca,Repair,2025-08-12,2025-09-21,Short-circuit repair performed
SO0791,CN1834,C279,Soraia do Mendes,T079,Valentim Lima,Repair,2025-06-11,2025-09-19,Repair of connection after outage
SO0792,CN1666,C433,Mariana Esteves,T092,Sara-Jéssica Domingues,Repair,2025-07-27,2025-08-28,Repair of connection after outage
SO0793,CN1119,C077,Petra Antunes-Neves,T022,Tiago da Maia,Inspection,2025-09-06,2025-10-11,Continuity test completed
SO0794,CN1202,C415,Melissa Rocha,T016,Micael Esteves,Inspection,2025-07-24,2025-10-13,Electrical safety check completed
SO0795,CN1845,C501,Gustavo Loureiro,T033,Pedro Sousa,Inspection,2025-02-20,2025-03-26,Amperage test performed successfully
SO0796,CN1769,C509,Luca Branco,T075,Luciana Sá,Installation,2025-08-22,2025-08-26,Installation completed successfully
SO0797,CN1414,C282,Santiago Fonseca,T058,Henrique Santos-Amorim,Repair,2024-12-24,2025-08-11,Circuit breaker fault corrected
SO0798,CN1484,C052,Ana Rocha,T084,David Alves,Disconnection,2025-10-08,2025-10-16,Temporary connection removed
SO0799,CN1235,C158,Helena Leite-Morais,T081,Kevin Silva,Inspection,2025-07-30,2025-09-12,Inspection revealed faulty wiring
SO0800,CN1651,C423,Alice Paiva,T097,Marco Andrade,Disconnection,2025-08-21,2025-08-25,Temporary connection removed
SO0801,CN1134,C245,Tatiana-Lorena Simões,T105,David Neto,Disconnection,2025-02-15,2025-09-17,Disconnection requested by client
SO0802,CN1834,C279,Soraia do Mendes,T079,Valentim Lima,Repair,2025-01-10,2025-10-25,Repair of connection after outage
SO0803,CN1551,C223,Sofia Garcia,T006,Rafaela da Nogueira,Maintenance,2024-12-04,2024-12-09,System-wide review performed
SO0804,CN1207,C245,Tatiana-Lorena Simões,T077,Bianca Lima,Repair,2025-05-10,2025-07-17,Circuit breaker fault corrected
SO0805,CN1257,C151,Guilherme de Magalhães,T078,Daniel Campos-Cruz,Inspection,2025-10-17,2025-10-17,Underground cable inspection completed
SO0806,CN1833,C289,Vera Loureiro,T034,Fabiana Tavares,Disconnection,2025-04-02,2025-09-09,Disconnection requested by client
SO0807,CN2024,C088,Mélanie Batista,T086,Bruno do Coelho,Repair,2025-08-08,2025-09-24,Intermittent fault fixed
SO0808,CN1764,C540,Mário Branco,T070,Camila Pereira,Maintenance,2025-01-29,2025-09-11,Preventive visit performed
SO0809,CN1502,C197,Luana Soares,T112,Edgar Barbosa,Maintenance,2024-11-05,2025-08-22,Protection equipment updated
SO0810,CN2136,C226,Caetana Macedo,T043,Alexandre Vicente,Disconnection,2025-05-09,2025-08-04,Disconnection requested by client
SO0811,CN1002,C527,Ivan Faria,T067,Henrique Guerreiro,Disconnection,2024-11-02,2025-07-13,Equipment powered down for maintenance
SO0812,CN1342,C268,Irina do Correia,T049,Ana do Anjos,Installation,2025-02-12,2025-10-15,Installation completed successfully
SO0813,CN1987,C116,Sofia Moura,T106,Filipe Costa,Inspection,2025-07-15,2025-09-24,Underground cable inspection completed
SO0814,CN1513,C464,Teresa Antunes,T094,Gustavo Vieira-Domingues,Disconnection,2025-09-26,2025-09-30,Equipment powered down for maintenance
SO0815,CN1435,C053,Igor Gonçalves,T075,Luciana Sá,Maintenance,2025-04-27,2025-06-22,System-wide review performed
SO0816,CN1576,C302,Eduarda-Pilar Carneiro,T097,Marco Andrade,Installation,2025-07-11,2025-07-13,"Partial installation completed, pending approval"
SO0817,CN2093,C080,Simão Valente,T073,César Costa,Maintenance,2024-11-27,2024-12-12,Maintenance visit completed
SO0818,CN1615,C395,Igor Pinho,T023,Marcos Neto,Installation,2025-05-03,2025-10-23,Main switch installed
SO0819,CN1251,C570,Dinis da Gaspar,T018,Henrique Azevedo,Repair,2024-11-18,2025-06-24,Transformer fault detected
SO0820,CN2139,C044,Vera Leal,T059,Daniel Carvalho,Inspection,2025-04-16,2025-07-11,Continuity test completed
SO0821,CN1431,C092,Lia Assunção,T110,Gaspar Anjos,Maintenance,2025-08-12,2025-08-26,System-wide review performed
SO0822,CN1651,C423,Alice Paiva,T097,Marco Andrade,Inspection,2025-07-31,2025-08-25,Main panel cleaned and inspected
SO0823,CN1535,C177,Luca Mendes,T035,Bruno Guerreiro,Disconnection,2025-06-05,2025-08-13,Equipment powered down for maintenance
SO0824,CN1503,C257,Melissa Melo,T044,Alexandre de Batista,Inspection,2025-09-25,2025-09-25,Amperage test performed successfully
SO0825,CN1431,C092,Lia Assunção,T110,Gaspar Anjos,Disconnection,2025-06-26,2025-10-23,Equipment powered down for maintenance
SO0826,CN1032,C353,Flor Araújo,T113,Marcos Gaspar,Repair,2025-02-06,2025-07-26,Transformer fault detected
SO0827,CN1004,C108,Carlota Carneiro,T058,Henrique Santos-Amorim,Maintenance,2025-06-26,2025-07-27,Protection equipment updated
SO0828,CN1008,C589,Bruna Macedo,T105,David Neto,Installation,2025-07-18,2025-08-18,"Partial installation completed, pending approval"
SO0829,CN1846,C530,Kevin Gaspar,T089,Luna Abreu,Maintenance,2024-12-13,2024-12-26,Meter firmware updated
SO0830,CN2001,C414,Kyara da Reis,T044,Alexandre de Batista,Disconnection,2025-03-07,2025-09-27,Disconnection requested by client
SO0831,CN1158,C077,Petra Antunes-Neves,T062,Simão Faria,Maintenance,2025-08-16,2025-09-06,Maintenance visit completed
SO0832,CN1911,C009,Mara-Iara Figueiredo,T033,Pedro Sousa,Installation,2025-03-20,2025-04-03,Temporary connection installed for testing
SO0833,CN1770,C410,Nicole Fernandes,T069,Eva Fonseca,Maintenance,2025-06-13,2025-06-28,Routine maintenance performed
SO0834,CN1792,C289,Vera Loureiro,T084,David Alves,Repair,2024-12-10,2025-03-28,Transformer fault detected
SO0835,CN1017,C042,Fabiana Cunha,T051,David do Cardoso,Installation,2025-02-25,2025-08-26,Main switch installed
SO0836,CN1758,C409,Flor Melo,T056,Filipa Araújo-Reis,Repair,2025-05-23,2025-06-13,Damaged cables replaced
SO0837,CN1019,C305,Bruna Borges,T060,Carlos Soares,Repair,2025-07-17,2025-10-03,Transformer fault detected
SO0838,CN1040,C190,Lourenço Castro,T029,Ema Vaz,Inspection,2025-10-26,2025-10-27,Main panel cleaned and inspected
SO0839,CN1732,C388,Denis Gaspar,T066,Joel do Pinho,Repair,2024-12-12,2025-02-24,Repair of connection after outage
SO0840,CN1620,C377,Andreia Paiva,T019,Marcos Gaspar,Repair,2025-10-12,2025-10-18,Intermittent fault fixed
SO0841,CN2011,C203,Valentina Soares,T025,Beatriz Vieira,Inspection,2025-09-06,2025-10-12,Inspection revealed faulty wiring
SO0842,CN1574,C556,Yasmin Nunes,T120,Raquel Coelho,Disconnection,2024-12-13,2025-01-09,Disconnection request fulfilled
SO0843,CN1014,C268,Irina do Correia,T058,Henrique Santos-Amorim,Repair,2025-03-13,2025-09-07,Transformer fault detected
SO0844,CN1811,C091,Benjamim Paiva,T034,Fabiana Tavares,Installation,2025-07-13,2025-10-06,Temporary connection installed for testing
SO0845,CN2165,C291,Vicente Machado,T098,Alexandre de Gomes,Maintenance,2025-06-02,2025-09-22,Protection equipment updated
SO0846,CN1349,C556,Yasmin Nunes,T114,Martim Macedo,Maintenance,2025-10-05,2025-10-17,Preventive visit performed
SO0847,CN2158,C321,Naiara Coelho,T017,Noa Mendes,Maintenance,2025-07-15,2025-10-18,System-wide review performed
SO0848,CN1359,C078,Carlos Neves,T105,David Neto,Installation,2025-08-23,2025-09-24,Equipment setup completed
SO0849,CN1262,C475,Andreia Rodrigues,T111,Yasmin-Salomé Leal,Installation,2025-04-18,2025-07-11,"Partial installation completed, pending approval"
SO0850,CN1531,C549,Jorge Neves,T016,Micael Esteves,Maintenance,2025-03-11,2025-03-25,Preventive visit performed
SO0851,CN2071,C005,Marta Carvalho,T095,Nuno Melo-Garcia,Inspection,2025-04-27,2025-07-21,Electrical safety check completed
SO0852,CN1047,C563,Rafael Vaz,T049,Ana do Anjos,Maintenance,2024-11-23,2025-08-17,System-wide review performed
SO0853,CN1517,C225,Emília Ribeiro,T014,Tiago Baptista,Maintenance,2025-06-05,2025-06-17,Protection equipment updated
SO0854,CN1004,C108,Carlota Carneiro,T058,Henrique Santos-Amorim,Disconnection,2025-10-16,2025-10-18,Disconnection requested by client
SO0855,CN1661,C531,Maria de Figueiredo,T069,Eva Fonseca,Disconnection,2025-04-11,2025-08-16,Temporary connection removed
SO0856,CN1561,C489,João Freitas-Miranda,T022,Tiago da Maia,Installation,2024-12-24,2025-03-19,Equipment setup completed
SO0857,CN1955,C183,Sebastião Jesus,T084,David Alves,Disconnection,2025-04-18,2025-04-25,Equipment powered down for maintenance
SO0858,CN2059,C140,Bruna Castro-Rodrigues,T079,Valentim Lima,Installation,2025-03-07,2025-07-22,"Partial installation completed, pending approval"
SO0859,CN1096,C593,Salomé Baptista,T021,Ana Guerreiro,Inspection,2025-02-20,2025-08-23,Continuity test completed
SO0860,CN2090,C459,Joel Araújo,T091,Sara Domingues,Disconnection,2025-03-25,2025-07-13,Equipment powered down for maintenance
SO0861,CN1010,C016,Laura do Melo,T045,Inês Paiva,Disconnection,2025-08-25,2025-10-05,Disconnection request fulfilled
